source,area,iso,adm_id,id,sex,age2,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
DHS,Western Asia,IRQ,Diala,5,1,10,72843,73336.65605,73830.17372,76809.31494,79906.40657,83191.99074,81549.19865,83663.04752,83550.13032,83368.72596,82993.05478,81020.84154,80039.73509,78927.69772,77769.05569,76665.33799,75666.04524,74683.9373,73660.54119,72527.39489,71246.05348
DHS,Western Asia,IRQ,Diala,5,1,15,59428,60018.96338,60609.6358,63178.22552,65799.80155,68421.78169,67110.79162,69521.67845,68791.73362,68256.36347,67958.94302,72411.85367,71691.25571,71652.31785,71292.21207,70496.86821,69338.11439,67852.34792,66188.64045,64545.71406,63020.84534
DHS,Western Asia,IRQ,Diala,5,1,20,51656,53130.70998,54605.15549,56701.05021,58844.92039,61086.34886,59965.63462,62359.47403,61705.72378,61111.1166,60586.74179,56430.00699,55780.03121,55503.85438,55153.20589,54705.5559,54102.23307,53441.05209,52655.66288,51661.58812,50430.51732
DHS,Western Asia,IRQ,Diala,5,1,25,38779,42246.81013,45714.49582,47965.90236,50151.54658,52230.46588,51191.00623,53728.19436,52872.09462,52063.48942,51385.80912,46940.21468,49363.98318,49267.92371,49067.99108,48691.81667,48058.52341,47271.94574,46375.41793,45431.8083,44469.70144
DHS,Western Asia,IRQ,Diala,5,1,30,33501,37133.18522,40765.70312,42945.8652,45090.89929,47283.0421,46186.97069,46321.57689,46096.79101,45769.70222,45341.09559,41501.16532,43395.28912,43027.36081,42629.46212,42200.71999,41647.80113,41062.40797,40419.42469,39686.11495,38847.97679
DHS,Western Asia,IRQ,Diala,5,1,35,24154,26054.82477,27955.52423,30777.07286,33559.40433,36132.7004,34846.05236,44790.11017,44807.17275,44734.78975,44690.61091,39659.77818,39953.8676,40026.83519,39955.20131,39689.99927,39189.08092,38532.51493,37771.99174,36977.06642,36183.00469
DHS,Western Asia,IRQ,Diala,5,1,4,53575,59894.4053,66214.19955,68523.63932,70826.33928,73325.20352,72075.7714,74445.6395,74184.39404,74056.10736,73974.96618,75203.09828,78911.63892,78540.65,77886.94429,76932.97032,75922.95,74432.79523,72589.6868,70540.4026,68382.1667
DHS,Western Asia,IRQ,Diala,5,1,40,18478,19692.2276,20906.77444,22424.24481,24278.48401,26430.99032,25354.73716,34807.78331,36448.69825,37854.07583,38890.18381,36550.55274,36377.72856,36560.23855,36619.96912,36605.32775,36431.36192,36169.94754,35800.16459,35291.97531,34637.85249
DHS,Western Asia,IRQ,Diala,5,1,45,19036,18881.6648,18727.07787,18530.58128,18445.05664,18755.34113,18600.19888,18310.72202,18641.78482,19193.0067,19918.98841,24510.6771,24400.47012,25666.18006,26720.98997,27434.49686,27780.54535,27828.0428,27658.70129,27389.15325,27080.81281
DHS,Western Asia,IRQ,Diala,5,1,5,73635,76047.6143,78460.56347,82049.69142,85686.15478,89166.32644,87426.24061,100447.0368,99099.0664,97708.84042,96601.34944,93863.27505,92080.27619,91823.20365,91521.49785,90884.57492,90012.54874,88895.52174,87519.23069,85868.61844,83913.93523
DHS,Western Asia,IRQ,Diala,5,1,50,15026,14783.66497,14541.67192,16525.77317,18243.54289,19367.7604,18805.65164,21543.83592,20215.1975,19118.57097,18517.52879,20258.64531,17097.93546,17493.28223,18070.17831,18761.00312,19491.24421,20322.07984,21118.65295,21718.25915,22041.59795
DHS,Western Asia,IRQ,Diala,5,1,55,9603,9868.201644,10133.875179999999,10080.91635,10311.20775,10998.23433,10654.72104,11654.20634,12585.20592,13212.95595,13361.71923,16520.71263,13529.86276,12732.96115,12076.79796,11706.35655,11496.43416,11463.08468,11577.29227,11802.90268,12107.16979
DHS,Western Asia,IRQ,Diala,5,1,60,8118,9136.330011,10154.45853,10706.83067,11161.38367,11458.44,11309.91183,12427.99693,11724.40208,11413.55889,11635.41835,9261.285305,8923.525367,9662.793978,10141.72537,10220.51153,9932.905676,9380.659577,8733.477239,8198.247754,7869.487636
DHS,Western Asia,IRQ,Diala,5,1,65,4957,5557.408612,6157.359287,6439.762585,6751.633657,7099.274501,6925.454079,9153.211912,9144.604822,9044.428719,8825.699824,8473.167442,8317.906448,7842.662218,7642.313179,7791.337701,8137.633608,8736.748346,9346.602729,9680.506339,9631.846362
DHS,Western Asia,IRQ,Diala,5,1,70,4496,4543.459898,4591.252392,4819.793889,5060.757427,5309.797679,5185.277553,7250.024853,7172.337469,7128.967714,7127.585402,4340.558863,5344.035364,5344.385885,5278.166642,5125.826559,4851.438618,4503.058519,4192.166599,4047.74278,4105.231231
DHS,Western Asia,IRQ,Diala,5,1,75,1810,2289.386617,2768.476494,2851.939488,2953.070432,3076.117708,3014.59407,3029.673216,2998.199491,2969.423025,2944.661364,2463.483561,2864.829274,2830.971385,2806.138631,2791.105316,2766.461606,2752.450077,2726.028641,2657.543587,2542.852916
DHS,Western Asia,IRQ,Diala,5,1,80,2534,2535.955053,2537.882925,2604.044647,2625.794655,2602.839436,2614.317046,1964.295954,1920.221188,1850.997412,1761.130164,2741.819814,2157.0264,2134.659784,2080.190139,1996.471961,2030.454862,2026.326163,1988.724345,1925.169553,1841.265055
DHS,Western Asia,IRQ,Dohouk,6,2,1,13591,14652.7402,15714.50405,15794.71172,15930.9245,16184.16934,16057.54692,15456.43863,16626.09851,17866.94342,19140.22058,17543.76833,19934.76735,21049.14606,22130.56443,23157.68902,24166.62499,25112.31382,26029.8278,26976.57676,27999.55073
DHS,Western Asia,IRQ,Dohouk,6,2,10,58964,58064.10548,57164.51075,58344.75459,59555.47802,60831.76009,60193.61905,59110.21481,62835.14612,66739.5639,70740.23534,75185.13825,78851.78763,82892.9119,87133.40916,91709.30368,96707.11945,102093.9187,107818.9278,113791.7447,119958.123
DHS,Western Asia,IRQ,Dohouk,6,2,15,53497,52842.49223,52188.21909,53369.55129,54538.46368,55639.27296,55088.86832,52726.47255,55535.5866,58654.7189,62180.03715,65519.36666,68864.73189,73374.13216,77883.37158,82225.95725,86408.05141,90440.36807,94464.43613,98741.75915,103461.2798
DHS,Western Asia,IRQ,Dohouk,6,2,20,40902,41129.89268,41357.52212,42131.53581,42901.98195,43693.94881,43297.96538,52932.99943,55754.0155,58775.40385,62043.68023,64488.09873,67673.5361,71786.91998,76099.68494,80589.78423,85154.34618,89966.71926,94915.99481,99818.40972,104567.443
DHS,Western Asia,IRQ,Dohouk,6,2,25,29202,31065.10458,32928.1001,33895.39375,34773.19396,35529.81152,35151.50274,41763.2744,43746.71559,45853.96666,48187.16634,55421.14222,61874.43475,65833.56436,69947.35658,74108.06392,78148.92037,82218.8304,86366.05604,90690.92863,95263.86787
DHS,Western Asia,IRQ,Dohouk,6,2,30,22997,24882.44285,26767.74656,27665.18356,28500.55288,29320.98459,28910.76874,29434.30251,31179.39956,32953.37064,34758.28311,41312.60446,45860.15494,48475.2101,51235.9466,54152.83934,57100.05403,60214.9198,63465.43508,66793.51431,70165.60676
DHS,Western Asia,IRQ,Dohouk,6,2,35,12095,12742.47709,13389.94872,14462.18494,15472.94673,16344.36146,15908.65409,22885.90926,24370.26338,25898.98737,27548.51701,33301.41985,35615.73769,38037.89114,40506.84528,42960.82861,45321.02328,47662.54634,50027.31635,52495.04933,55125.26555
DHS,Western Asia,IRQ,Dohouk,6,2,4,50277,54856.91467,59436.9766,60345.00426,61199.50165,62160.58867,61680.04516,67391.75121,71483.64196,75959.08065,80788.23962,67774.74549,75499.46489,80108.6405,84749.951,89376.58385,94238.2896,98817.50992,103188.6511,107483.9259,111817.2007
DHS,Western Asia,IRQ,Dohouk,6,2,40,12175,12675.89421,13176.72272,13865.43582,14729.5491,15732.22229,15230.88569,14820.18099,16519.07798,18261.69693,19976.20698,24470.90431,25856.05696,27702.42571,29601.70127,31592.17002,33593.37481,35673.14211,37806.45385,39948.9585,42076.59854
DHS,Western Asia,IRQ,Dohouk,6,2,45,13492,13093.43569,12695.37024,12324.22795,12036.5732,12007.61037,12022.09179,14973.30019,16226.55002,17783.05695,19650.57368,17114.86129,18087.84871,20282.99203,22527.5129,24694.15463,26716.58847,28624.51606,30463.14302,32334.79457,34309.41922
DHS,Western Asia,IRQ,Dohouk,6,2,5,56185,56724.2874,57264.06816,58749.34819,60198.95369,61459.34321,60829.14845,72370.09042,76000.80442,79764.0482,83965.53731,83025.45475,86467.48375,91922.26327,97742.01925,103629.8402,109658.1153,115833.1477,122107.9391,128417.278,134673.8402
DHS,Western Asia,IRQ,Dohouk,6,2,50,8500,8183.886235,7868.191084,8772.384708,9502.048704,9896.832617,9699.440661,11330.09433,11316.57802,11392.45345,11748.68917,15069.45959,13502.10866,14726.89834,16229.0218,17989.63789,19968.66352,22268.5965,24778.68993,27314.02567,29748.42312
DHS,Western Asia,IRQ,Dohouk,6,2,55,5617,5643.108958,5669.658112,5533.203675,5553.136786,5811.129501,5682.133143,8052.551456,9256.307466,10344.32448,11138.04684,18602.99738,16174.02788,16226.92655,16419.07085,16992.41022,17829.51227,19014.85701,20562.97729,22470.68953,24736.05155
DHS,Western Asia,IRQ,Dohouk,6,2,60,5381,5909.407741,6437.9365,6659.569843,6811.699318,6860.751327,6836.225322,4738.529289,4758.387175,4930.771287,5352.05204,9412.128141,9627.725037,11114.04104,12444.31632,13389.62114,13903.20858,14043.88805,14000.01855,14086.75728,14510.97592
DHS,Western Asia,IRQ,Dohouk,6,2,65,4835,5289.731904,5744.33661,5894.00591,6063.198245,6254.831566,6159.014905,4023.588857,4278.895325,4504.76938,4680.423213,5914.474438,6163.892416,6195.645908,6440.770572,7010.701678,7823.312193,8983.749053,10290.79684,11424.62277,12198.69894
DHS,Western Asia,IRQ,Dohouk,6,2,70,3354,3315.577374,3276.771639,3374.728199,3476.786665,3578.897388,3527.842026,4546.380545,4787.553555,5065.289589,5392.182861,5827.448746,7616.804064,8120.51044,8555.758908,8871.065949,8970.68304,8905.900086,8877.612741,9187.961022,10000.09286
DHS,Western Asia,IRQ,Dohouk,6,2,75,1560,1920.538083,2281.443918,2305.709499,2342.557586,2394.022191,2368.289889,3767.095433,3968.240648,4183.446787,4417.149372,3424.233942,4227.495492,4453.505032,4709.399247,5001.140686,5296.153518,5635.995339,5976.804141,6245.505289,6413.108623
DHS,Western Asia,IRQ,Dohouk,6,2,80,2261,2213.823688,2166.314054,2180.688255,2157.536278,2098.231857,2127.884068,1680.377496,1748.549103,1794.14314,1817.553834,4759.636368,3975.2182,4193.882321,4359.940123,4467.629679,4854.565463,5181.811741,5445.456639,5650.375018,5799.422788
DHS,Western Asia,IRQ,Dohouk,6,1,1,13625,14689.90337,15754.36013,15834.77122,15971.32947,16225.2166,16098.27304,15569.66299,16747.89108,17997.82565,19280.43006,18522.02395,21046.34713,22222.86456,23364.58374,24448.98169,25514.17679,26512.59805,27481.2734,28480.81389,29560.82977
DHS,Western Asia,IRQ,Dohouk,6,1,10,61382,60445.88804,59509.39205,60738.04934,61998.4365,63327.07151,62662.754,64370.95907,68427.40519,72679.31187,77036.03868,80135.38986,84043.45447,88350.6497,92870.34481,97747.52,103074.3961,108815.8667,114917.8151,121283.8872,127856.2649
DHS,Western Asia,IRQ,Dohouk,6,1,15,55691,55010.08485,54328.9735,55558.76381,56775.62484,57921.58919,57348.60701,57419.07076,60478.19288,63874.92453,67713.99223,69833.21589,73398.84273,78205.14564,83011.27711,87639.7822,92097.2289,96395.03662,100684.0526,105242.9981,110273.2559
DHS,Western Asia,IRQ,Dohouk,6,1,20,39972,40194.12535,40416.57586,41172.97958,41925.8969,42699.84531,42312.8711,52113.35071,54890.68434,57865.28756,61082.95584,65734.18508,68981.17381,73174.03952,77570.13889,82146.99917,86799.76094,91705.12221,96750.0313,101747.1743,106587.9719
DHS,Western Asia,IRQ,Dohouk,6,1,25,28538,30358.32641,32178.93597,33124.22222,33982.05115,34721.45451,34351.75283,41116.58491,43069.31321,45143.93424,47441.00516,56492.03019,63070.01797,67105.64879,71298.93072,75540.0343,79658.97115,83807.52296,88034.88434,92443.32528,97104.62622
DHS,Western Asia,IRQ,Dohouk,6,1,30,22474,24316.3296,26158.73979,27035.75875,27852.12215,28653.8878,28253.00497,28978.52278,30696.59761,32443.09938,34220.06343,42110.87691,46746.2985,49411.88367,52225.965150000004,55199.22023,58203.38317,61378.43665,64691.76078,68084.1476,71521.3981
DHS,Western Asia,IRQ,Dohouk,6,1,35,11820,12452.56644,13085.30712,14133.14834,15120.91376,15972.50248,15546.70812,22531.52907,23992.89849,25497.95073,27121.938,33944.89432,36303.9311,38772.88718,41289.54826,43790.94926,46196.74935,48583.51702,50993.98086,53509.39719,56190.43637
DHS,Western Asia,IRQ,Dohouk,6,1,4,50404,54996.04608,59587.72424,60498.05489,61354.71951,62318.2441,61836.48181,67885.42171,72007.28714,76515.51014,81380.04455,71553.92362,79709.38002,84575.56723,89475.6812,94360.29908,99493.09772,104327.6593,108942.539,113477.3221,118052.224
DHS,Western Asia,IRQ,Dohouk,6,1,40,11898,12387.49842,12876.93233,13549.97616,14394.42955,15374.29041,14884.35998,14590.69574,16263.28592,17978.92103,19666.8825,24943.74907,26355.66667,28237.7123,30173.68706,32202.6171,34242.490640000004,36362.44473,38536.97789,40720.88159,42889.63345
DHS,Western Asia,IRQ,Dohouk,6,1,45,13726,13321.34543,12916.3511,12538.74855,12246.08676,12216.61979,12231.35328,12950.65236,14034.60866,15380.85697,16996.10275,14342.50232,15157.87991,16997.44189,18878.38298,20694.06021,22388.88914,23987.76017,25528.55627,27097.02744,28751.79157
DHS,Western Asia,IRQ,Dohouk,6,1,5,58489,59051.11079,59613.03329,61159.23932,62668.30747,63980.39801,63324.35274,78810.94907,82764.79263,86862.96098,91438.37801,88491.91928,92160.57431,97974.50103,104177.4345,110452.9145,116878.0962,123459.6978,130147.6267,136872.3776,143540.8771
DHS,Western Asia,IRQ,Dohouk,6,1,50,8648,8326.338335,8005.148063,8925.080455,9667.445284,10069.10097,9868.273126,9799.583998,9787.893518,9853.519421,10161.63352,12628.42599,11314.96315,12341.35468,13600.15596,15075.57782,16734.03004,18661.40727,20764.90202,22889.55019,24929.61061
DHS,Western Asia,IRQ,Dohouk,6,1,55,5714,5741.33524,5768.34652,5629.5169,5649.796975,5912.280418,5781.038697,6964.78353,8005.931803,8946.975526,9633.478983,15589.58197,13554.07026,13598.40011,13759.41983,14239.88655,14941.39022,15934.72633,17232.0736,18830.76416,20729.17044
DHS,Western Asia,IRQ,Dohouk,6,1,60,5475,6012.26933,6549.997879,6775.489063,6930.266566,6980.172395,6955.21948,4098.431526,4115.606936,4264.704776,4629.077394,7887.500074,8068.173403,9313.7278,10428.5178,11220.69697,11651.0907,11768.98215,11732.21887,11804.90718,12160.40856
DHS,Western Asia,IRQ,Dohouk,6,1,65,4919,5381.807159,5844.324902,5996.599408,6168.736775,6363.705744,6266.22126,3480.067846,3700.886589,3896.248756,4048.17463,4956.415474,5165.431362,5192.041249,5397.459278,5875.069822,6556.049235,7528.512177,8623.837205,9573.9998,10222.68687
DHS,Western Asia,IRQ,Dohouk,6,1,70,3413,3373.289682,3333.808478,3433.47011,3537.305047,3641.193153,3589.2491,3932.238933,4140.833416,4381.051857,4663.787197,4883.48668,6382.992424,6805.105682,7169.850219,7434.082099,7517.562668,7463.273612,7439.568406,7699.644772,8380.223045
DHS,Western Asia,IRQ,Dohouk,6,1,75,1587,1953.967761,2321.155672,2345.84363,2383.33311,2435.693529,2409.51332,3258.222487,3432.196275,3618.331586,3820.464777,2869.557774,3542.702618,3732.101894,3946.544963,4191.028526,4438.253564,4723.045945,5008.648671,5233.824135,5374.278163
DHS,Western Asia,IRQ,Dohouk,6,1,80,2301,2252.358416,2204.02181,2218.646215,2195.091245,2134.754546,2164.922896,1453.385995,1512.348733,1551.783762,1572.032054,3988.6444,3331.290584,3514.534292,3653.693142,3743.938554,4068.196361,4342.433494,4563.371747,4735.096325,4860.000521
DHS,Western Asia,IRQ,Erbil,7,2,1,25869,26341.91357,26814.89164,25405.34515,24056.94087,22837.16154,23447.05121,16544.40531,18293.00458,20157.03363,22091.14535,23005.07772,26703.02326,28694.32896,30661.12292,32570.32851,34475.9585,36301.36485,38094.85627,39941.66802,41914.33697
DHS,Western Asia,IRQ,Erbil,7,2,10,104874,98012.39359,91150.4095,87694.42393,84038.42458,80211.91016,82125.16737,76596.22397,83695.17443,91151.28984,98841.85575,112473.646,120497.6996,128913.0658,137720.3831,147149.3226,157389.858,168365.8656,180014.7131,192206.4977,204860.9344
DHS,Western Asia,IRQ,Erbil,7,2,15,88932,83354.00957,77776.47463,74973.4261,71928.78615,68569.90798,70249.34707,78068.95256,84522.81743,91535.00803,99272.77903,90351.64477,97008.92112,105188.95,113476.4813,121618.9951,129634.3543,137487.7789,145388.1237,153746.6886,162875.1899
DHS,Western Asia,IRQ,Erbil,7,2,20,79661,75935.85742,72210.60553,69341.27065,66289.97973,63087.61578,64688.79776,68016.7325,73640.77985,79601.18152,85963.95324,89250.68046,95675.17699,103285.1901,111278.0653,119629.4363,128214.8436,137261.6608,146610.6739,155984.3932,165211.0791
DHS,Western Asia,IRQ,Erbil,7,2,25,60745,61075.12748,61405.60077,59582.67861,57386.52784,54791.16794,56088.84789,52687.03885,56729.33183,60970.64525,65549.62399,76037.24422,86718.2654,93898.58237,101395.0952,109054.217,116646.9544,124353.3798,132247.7242,140492.5462,149207.2148
DHS,Western Asia,IRQ,Erbil,7,2,30,53454,54615.71271,55777.87856,54340.26672,52556.63122,50524.85474,51540.74298,46201.38887,50306.25596,54517.47791,58828.68842,60999.86273,69171.98552,74409.22013,79931.10038,85761.74627,91723.86094,98013.47739,104587.0149,111357.4084,118271.8213
DHS,Western Asia,IRQ,Erbil,7,2,35,28290,28183.08816,28076.67268,28585.03083,28712.02409,28340.72959,28526.37684,35947.10959,39346.76156,42875.89701,46657.72902,53289.3523,58219.44708,63278.31298,68485.85103,73735.46792,78899.98549,84079.54139,89346.82426,94849.39771,100702.2333
DHS,Western Asia,IRQ,Erbil,7,2,4,84756,87291.43344,89826.89625,85966.45838,81850.55414,77685.71116,79768.13265,72297.94099,78827.69447,85888.20335,93453.78585,88470.9613,100675.8177,108710.8728,116887.2258,125136.1249,133831.9393,142200.8392,150334.6217,158421.7878,166629.612
DHS,Western Asia,IRQ,Erbil,7,2,40,18744,18465.3155,18186.49455,18039.02844,17990.99141,17955.93427,17973.46284,24162.13211,27683.46943,31380.33021,35117.56087,41927.44472,45254.2231,49343.15845,53587.04297,58056.91229,62618.33807,67379.09025,72295.04677,77284.49545,82299.97765
DHS,Western Asia,IRQ,Erbil,7,2,45,27256,25124.86991,22993.31108,21040.39533,19292.25793,17984.11514,18638.18653,19803.95552,22060.40953,24789.93919,28024.58641,31136.99516,33615.43022,38361.54637,43302.33418,48186.29988,52879.07404,57408.58877,61854.63494,66422.00176,71256.97775
DHS,Western Asia,IRQ,Erbil,7,2,5,90086,86199.7448,82313.42844,79603.02547,76577.55397,73055.47196,74816.51296,94461.05351,101968.217,109732.5542,118174.6456,116189.4564,123610.886,133732.4914,144521.1831,155548.6999,166953.589,178699.6564,190718.8334,202916.5431,215153.9965
DHS,Western Asia,IRQ,Erbil,7,2,50,17840,16322.84866,14805.52612,15559.82272,15823.05191,15400.02815,15611.54003,16920.06099,17371.46665,17931.6516,18918.52965,27575.55289,25239.25844,28015.51493,31377.16046,35308.15891,39753.47288,44921.55685,50605.66251,56435.29532,62144.28806
DHS,Western Asia,IRQ,Erbil,7,2,55,14703,14004.06222,13305.46163,12240.17879,11532.81967,11277.42565,11405.122660000001,10826.25673,12791.91461,14658.2316,16146.68676,27839.14625,24725.1888,25244.68918,25960.69466,27274.32882,29027.65656,31369.05634,34344.18435,37968.89211,42258.50041
DHS,Western Asia,IRQ,Erbil,7,2,60,11399,11812.52339,12226.34058,11921.58522,11447.99218,10774.51729,11111.25473,10097.5124,10422.77995,11074.40279,12297.61014,16580.53658,17325.38403,20353.70689,23162.02555,25299.10391,26645.58829,27273.03761,27525.39653,28019.49603,29182.20392
DHS,Western Asia,IRQ,Erbil,7,2,65,12389,12792.28568,13195.3874,12762.35615,12325.60048,11881.58082,12103.59065,6629.160303,7246.520972,7822.617909,8314.94951,9777.85772,10409.52819,10648.16846,11250.19702,12431.25977,14070.76601,16372.70998,18987.63095,21325.92913,23022.46302
DHS,Western Asia,IRQ,Erbil,7,2,70,7930,7437.337603,6944.694195,6741.922872,6520.92264,6272.382586,6396.652613,5477.511627,5929.036656,6432.154007,7005.057471,8322.209079,11111.72246,12056.0283,12909.61952,13588.20431,13937.51017,14020.81894,14149.80906,14815.55218,16303.27707
DHS,Western Asia,IRQ,Erbil,7,2,75,2974,3436.673211,3899.67353,3715.019269,3543.502824,3383.942447,3463.722635,3906.332685,4229.739032,4572.265968,4938.945777,6331.138996,7984.542098,8560.145325,9199.806122,9917.759952,10653.1615,11487.47154,12333.36737,13038.40716,13536.23024
DHS,Western Asia,IRQ,Erbil,7,2,80,4130,3838.334923,3546.817425,3365.495619,3126.076325,2840.843019,2983.459672,2507.051362,2681.557871,2821.292372,2923.972106,5324.144991,4542.401445,4877.003979,5152.895907,5360.179919,5907.802754,6389.886339,6798.367336,7136.609129,7405.79331
DHS,Western Asia,IRQ,Erbil,7,1,1,24779,25231.82101,25684.86699,24334.72116,23043.1409,21874.76513,22458.95302,17680.18644,19548.82787,21540.82339,23607.71277,22497.92167,26114.34454,28061.75112,29985.18633,31852.30272,33715.92234,35501.08689,37255.04008,39061.13813,40990.31881
DHS,Western Asia,IRQ,Erbil,7,1,10,107581,100541.7103,93502.64518,89957.47413,86207.12773,82281.86594,84244.49684,74631.71169,81548.59083,88813.47449,96306.79554,117650.07,126043.4182,134846.0885,144058.7488,153921.6406,164633.4806,176114.6418,188299.6094,201052.5019,214289.3392
DHS,Western Asia,IRQ,Erbil,7,1,15,91227,85505.05065,79783.58134,76908.19709,73784.98689,70339.42921,72062.20805,76066.66827,82355.00674,89187.35121,96726.66665,94509.93822,101473.6053,110030.1072,118699.0593,127216.3195,135600.5732,143815.4394,152079.3853,160822.64,170371.2663
DHS,Western Asia,IRQ,Erbil,7,1,20,73272,69845.37162,66418.90603,63779.70806,60973.14795,58027.63173,59500.38984,64476.05668,69807.33889,75457.46617,81489.01775,89984.15565,96461.44963,104134.003,112192.5648,120612.5685,129268.532,138389.6973,147815.5419,157266.2958,166568.808
DHS,Western Asia,IRQ,Erbil,7,1,25,55873,56176.55638,56480.52385,54803.81036,52783.80332,50396.60598,51590.20465,49944.36484,53776.2324,57796.76022,62137.37586,76662.12945,87430.92883,94670.2547,102228.375,109950.4406,117605.5762,125375.3341,133334.5554,141647.1345,150433.4215
DHS,Western Asia,IRQ,Erbil,7,1,30,49166,50235.22326,51304.17682,49981.8696,48341.29176,46472.47526,47406.88351,43796.33155,47687.51587,51679.51865,55766.30498,61501.16856,69740.45105,75020.72602,80587.98589,86466.54889,92477.66109,98818.96653,105446.5263,112272.56,119243.7964
DHS,Western Asia,IRQ,Erbil,7,1,35,26021,25922.64489,25824.76453,26292.34947,26409.15716,26067.64258,26238.39987,34075.84854,37298.52839,40643.95134,44228.91648,53727.29202,58697.90304,63798.34344,69048.6778,74341.43682,79548.39715,84770.51941,90081.08957,95628.88398,101529.8191
DHS,Western Asia,IRQ,Erbil,7,1,4,81184,83612.82556,86041.43971,82343.68718,78401.23407,74411.90459,76406.56933,77261.22833,84239.25243,91784.46853,99869.4318,86520.58394,98456.37946,106314.2985,114310.4006,122377.4495,130881.5612,139065.9654,147020.4355,154929.3168,162956.1962
DHS,Western Asia,IRQ,Erbil,7,1,40,17241,16984.29263,16727.8347,16592.19621,16548.01202,16515.76665,16531.88933,22904.3493,26242.38005,29746.79722,33289.48277,42272.01062,45626.12895,49748.66777,54027.42915,58534.03252,63132.94477,67932.8215,72889.17807,77919.63078,82976.33094
DHS,Western Asia,IRQ,Erbil,7,1,45,27717,25549.52888,23381.94257,21396.01876,19618.33445,18288.08152,18953.20798,18585.09124,20702.66838,23264.20502,26299.77101,25662.06015,27704.70265,31616.29134,35688.32184,39713.52148,43581.1475,47314.22062,50978.50176,54742.77129,58727.59526
DHS,Western Asia,IRQ,Erbil,7,1,5,92411,88424.22318,84437.61619,81657.26832,78553.72123,74940.74805,76747.23464,92038.35053,99352.97299,106918.1733,115143.745,121536.8948,129299.8841,139887.3207,151172.5451,162707.586,174637.3674,186924.0293,199496.3701,212255.4604,225056.1234
DHS,Western Asia,IRQ,Erbil,7,1,50,18142,16598.73641,15055.76819,15822.81386,16090.49213,15660.31845,15875.40529,15878.69033,16302.31355,16828.02108,17754.16023,22726.83967,20801.34467,23089.44154,25859.99629,29099.79248,32763.47018,37022.8305,41707.47847,46512.06502,51217.22408
DHS,Western Asia,IRQ,Erbil,7,1,55,14951,14240.758,13530.3497,12447.06151,11727.74666,11468.03599,11597.89132,10159.93844,12004.61694,13756.06864,15152.91459,22944.08442,20377.66583,20805.8205,21395.92805,22478.58096,23923.61449,25853.31714,28305.3172,31292.67896,34828.02929
DHS,Western Asia,IRQ,Erbil,7,1,60,11591,12012.17791,12432.98942,12123.0831,11641.48542,10956.6275,11299.05646,9476.045781,9781.294247,10392.81198,11540.73519,13665.11845,14278.99657,16774.83803,19089.35945,20850.66729,21960.39425,22477.5168,22685.5025,23092.72262,24050.98721
DHS,Western Asia,IRQ,Erbil,7,1,65,12599,13008.50008,13418.415,12978.06468,12533.927,12082.40254,12308.16477,6221.158641,6800.522917,7341.163101,7803.193412,8058.580209,8579.181685,8775.860939,9272.032554,10245.4246,11596.65028,13493.83479,15648.96436,17576.11077,18974.33673
DHS,Western Asia,IRQ,Erbil,7,1,70,8064,7563.043012,7062.072977,6855.874425,6631.138862,6378.398,6504.768431,5140.389919,5564.125159,6036.277395,6573.920651,6858.883745,9157.90649,9936.171489,10639.67255,11198.93922,11486.82532,11555.4856,11661.79489,12210.4779,13436.61052
DHS,Western Asia,IRQ,Erbil,7,1,75,3024,3494.759644,3965.585566,3777.81029,3603.394885,3441.137628,3522.266256,3665.911552,3969.413369,4290.858968,4634.970915,5217.911006,6580.59002,7054.982766,7582.169599,8173.882905,8779.976035,9467.586196,10164.74498,10745.81498,11156.10395
DHS,Western Asia,IRQ,Erbil,7,1,80,4200,3903.210217,3606.765508,3422.379013,3178.913069,2888.858768,3033.885919,2352.751108,2516.517351,2647.651681,2744.011836,4387.980546,3743.693909,4019.46202,4246.842833,4417.679317,4869.011568,5266.328583,5602.98483,5881.752295,6103.604809
DHS,Western Asia,IRQ,Kerbela,8,2,1,10484,11539.97276,12595.96509,12907.07914,13269.93208,13741.54067,13505.73638,15932.45903,16744.79641,17599.62439,18458.54875,17080.27844,19047.33769,19720.9746,20346.00079,20908.25475,21443.85394,21915.71934,22357.6469,22819.83175,23340.49097
DHS,Western Asia,IRQ,Kerbela,8,2,10,38906,39050.05318,39193.78272,40782.89091,42433.54902,44180.97716,43307.26309,51979.05647,53986.43245,56082.70849,58198.20536,55286.07311,56904.46335,58657.42128,60503.84176,62538.52585,64812.22985,67294.65213,69945.77476,72702.28059,75526.65742
DHS,Western Asia,IRQ,Kerbela,8,2,15,36702,36952.93823,37203.9494,38787.84219,40403.26108,42015.76346,41209.51227,42937.75976,44187.37201,45645.018,47373.87168,52182.80203,53827.67395,56237.0475,58575.62789,60731.93879,62722.98108,64567.94487,66375.6484,68330.10721,70554.12541
DHS,Western Asia,IRQ,Kerbela,8,2,20,32542,33366.80467,34191.11382,35510.07006,36858.10863,38264.34455,37561.22659,38884.11071,40016.39527,41259.22345,42640.32008,42736.84041,44014.1942,45781.49682,47623.37837,49528.28999,51433.30496,53444.33275,55493.86549,57476.06426,59334.34989
