source,area,iso,adm_id,id,sex,age2,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
DHS,Western Asia,IRQ,Muthanna,10,2,15,25011,26483.71053,27955.96443,30379.2833,32893.57697,35471.90264,34182.73981,38769.33249,38054.5914,37441.07258,36952.06156,39847.49632,38897.081,38431.03442,37769.15646,36852.88943,35706.5197,34372.85567,32922.07881,31442.9249,29973.88902
DHS,Western Asia,IRQ,Muthanna,10,2,20,20017,21603.76457,23190.18387,25103.7697,27085.27428,29158.95878,28122.11653,34250.22797,33619.34189,33015.5322,32446.10753,30422.84779,29650.22296,29165.76418,28626.24233,28017.63945,27295.37544,26523.09007,25659.44513,24655.94586,23499.0703
DHS,Western Asia,IRQ,Muthanna,10,2,25,15300,17533.88145,19767.30422,21622.37655,23503.44679,25384.85643,24444.15161,27632.31642,26973.93446,26338.15689,25768.09005,26457.65635,27433.16688,27066.43245,26626.15148,26071.89654,25349.0007,24528.39539,23626.8896,22668.90161,21663.96822
DHS,Western Asia,IRQ,Muthanna,10,2,30,13187,15386.99086,17586.69078,19314.69444,21082.97052,22927.24652,22005.10852,22755.43134,22463.38312,22116.52466,21717.89499,22364.54087,23056.94329,22599.81375,22116.34568,21603.78776,21002.73695,20370.58349,19688.02893,18932.25895,18094.04214
DHS,Western Asia,IRQ,Muthanna,10,2,35,8772,9949.838425,11127.19687,12770.93631,14477.2505,16165.0053,15321.1279,18044.07177,17906.16948,17726.98494,17554.67077,17546.30977,17428.25027,17260.25553,17018.16209,16681.18691,16225.00019,15693.58728,15104.89857,14482.11926,13835.90708
DHS,Western Asia,IRQ,Muthanna,10,2,4,27724,32637.7093,37551.73843,40513.20761,43533.88479,46740.08426,45136.98452,46577.91838,46042.20331,45576.26705,45128.36176,47230.52255,48863.83294,48077.50977,47092.90745,45899.70178,44621.5048,43033.89997,41207.3186,39218.33084,37119.09432
DHS,Western Asia,IRQ,Muthanna,10,2,40,6201,6945.214289,7689.383513,8598.042943,9677.869643,10926.35292,10302.11128,11045.89075,11473.84908,11816.09802,12033.40005,13207.89411,12960.88501,12876.83429,12739.76522,12565.91956,12319.67234,12032.2506,11693.29937,11289.63109,10818.27668
DHS,Western Asia,IRQ,Muthanna,10,2,45,8351,8676.918885,9003.183894,9287.363472,9610.806023,10134.64107,9872.723546,8725.586485,8812.099305,8996.409863,9255.08516,8232.874204,8080.789888,8402.680761,8640.771806,8753.939016,8732.14741,8604.748745,8397.313565,8144.021877,7861.861029
DHS,Western Asia,IRQ,Muthanna,10,2,5,35083,38026.05747,40968.95431,44664.00914,48491.74634,52331.31295,50411.52965,58013.22896,56775.6619,55508.67086,54399.77261,50995.06689,49324.02686,48623.40403,47869.55637,46906.4957,45763.54322,44460.23006,42978.21455,41298.19708,39403.43174
DHS,Western Asia,IRQ,Muthanna,10,2,50,6449,6644.750736,6840.290045,8103.996746,9300.859236,10239.92744,9770.393336,11166.79465,10394.08394,9747.606405,9358.634962,8312.927796,6917.461182,6996.411854,7138.547713,7313.243088,7484.577522,7676.639051,7832.893766,7889.196493,7817.253226
DHS,Western Asia,IRQ,Muthanna,10,2,55,3456,3726.200777,3996.749938,4144.849181,4407.523916,4875.416183,4641.470049,8251.18208,8838.865554,9201.751806,9224.010567,9801.84248,7914.651258,7363.237562,6898.180658,6597.980622,6383.020204,6260.943761,6208.666827,6199.146829,6208.534114
DHS,Western Asia,IRQ,Muthanna,10,2,60,3574,4236.301465,4898.918455,5384.949933,5835.998766,6213.355963,6024.677364,5622.776316,5261.906266,5079.346188,5132.815511,5962.751257,5664.62731,6063.712553,6286.242005,6251.12823,5984.610102,5559.915166,5082.472503,4672.621711,4379.145582
DHS,Western Asia,IRQ,Muthanna,10,2,65,1960,2314.214563,2668.22856,2909.214104,3170.962576,3457.799456,3314.381016,5126.87335,5080.971379,4983.073266,4820.057362,3110.492576,3010.626374,2806.127159,2700.921938,2717.100828,2795.5395,2952.518088,3101.341422,3145.905036,3056.049775
DHS,Western Asia,IRQ,Muthanna,10,2,70,2326,2464.481972,2603.14952,2848.87706,3109.833815,3383.788574,3246.811194,3891.853598,3819.270769,3764.269488,3730.640592,2479.298171,3009.621517,2975.372705,2902.485298,2781.361014,2593.2105,2367.827504,2164.382725,2046.72819,2026.694228
DHS,Western Asia,IRQ,Muthanna,10,2,75,1064,1424.025967,1783.763809,1915.640938,2062.167924,2227.700271,2144.934097,2042.24738,2004.822003,1968.891083,1935.405186,1126.572538,1291.717929,1261.843306,1235.442211,1212.539966,1183.90883,1158.746146,1126.814228,1075.855744,1005.074441
DHS,Western Asia,IRQ,Muthanna,10,2,80,2420,2538.342911,2656.459956,2841.563797,2978.833053,3062.219855,3020.526454,2979.634019,2889.415469,2761.84228,2604.782346,2898.386481,2248.18629,2199.41159,2117.016481,2004.89183,2008.606412,1971.905492,1900.222213,1801.567439,1682.291274
DHS,Western Asia,IRQ,Muthanna,10,1,1,6204,7211.142188,8218.538245,8777.838273,9380.826017,10073.61503,9727.220526,12057.64173,12087.02401,12100.09894,12067.79627,11516.9292,12153.84761,11900.24885,11584.23868,11203.15355,10779.33026,10302.02236,9792.028611,9272.383412,8755.859349
DHS,Western Asia,IRQ,Muthanna,10,1,10,33005,34832.82355,36661.12352,39761.52812,43003.8358,46431.28433,44717.56007,51143.02452,50664.36378,50129.45149,49467.3289,42505.90462,41401.64586,40359.18659,39279.2476,38208.66944,37148.19102,36069.4134,34930.10046,33683.61902,32305.824
DHS,Western Asia,IRQ,Muthanna,10,1,15,27439,29054.00873,30669.14788,33327.65479,36085.9658,38914.52324,37500.24452,38412.03754,37703.88345,37096.01877,36611.51443,38314.1542,37400.31111,36952.19812,36315.78941,35434.78057,34332.52345,33050.17916,31655.22858,30232.99289,28820.4859
DHS,Western Asia,IRQ,Muthanna,10,1,20,19969,21551.05915,23133.60816,25042.52553,27019.19595,29087.82141,28053.50868,32810.61147,32206.243,31627.81282,31082.32239,31472.97013,30673.67618,30172.49507,29614.35024,28984.73988,28237.54508,27438.60231,26545.14645,25507.00885,24310.20076
DHS,Western Asia,IRQ,Muthanna,10,1,25,15263,17491.10509,19719.07911,21569.62572,23446.10683,25322.9265,24384.51667,26470.86609,25840.15745,25231.10308,24684.99747,27370.90998,28380.09274,28000.69954,27545.22115,26971.83468,26223.98625,25375.05564,24442.43207,23451.37669,22411.75545
DHS,Western Asia,IRQ,Muthanna,10,1,30,13155,15349.45213,17543.78557,19267.57353,21031.53565,22871.31228,21951.42397,21798.9678,21519.19504,21186.91584,20805.04151,23136.51016,23852.81262,23379.90408,22879.74787,22349.4977,21727.70009,21073.72624,20367.61156,19585.75425,18718.60425
DHS,Western Asia,IRQ,Muthanna,10,1,35,8751,9925.564397,11100.05051,12739.77982,14441.93122,16125.5685,15283.74986,17285.63759,17153.53166,16981.87866,16816.80725,18151.9655,18029.83086,17856.03736,17605.58745,17256.98071,16785.04754,16235.29155,15626.28275,14982.00662,14313.48877
DHS,Western Asia,IRQ,Muthanna,10,1,4,25037,29474.25976,33911.99066,36586.41585,39314.31023,42209.74493,40762.02758,49273.49634,48706.77813,48213.877,47740.05034,50290.49753,52029.62696,51192.35942,50143.9666,48873.45543,47512.44652,45821.98381,43877.06175,41759.21128,39523.96925
DHS,Western Asia,IRQ,Muthanna,10,1,40,6186,6928.270464,7670.624182,8577.06681,9654.259121,10899.69655,10276.97783,10581.60635,10991.5766,11319.44002,11527.60834,13663.79833,13408.26308,13321.31113,13179.51077,12999.66439,12744.91731,12447.57448,12096.92348,11679.32156,11191.69715
DHS,Western Asia,IRQ,Muthanna,10,1,45,8775,9117.758566,9460.5998,9759.21741,10099.09279,10649.54181,10374.3173,7346.269671,7419.106781,7574.282031,7792.066645,7378.611668,7242.307981,7530.798694,7744.184847,7845.60956,7826.079103,7711.899625,7525.988411,7298.978868,7046.095699
DHS,Western Asia,IRQ,Muthanna,10,1,5,38488,41716.56402,44945.075,48998.74245,53197.96937,57410.17376,55304.07156,57478.58387,56252.42212,54997.10756,53898.42883,49032.76333,47426.02536,46752.36268,46027.52327,45101.52143,44002.55006,42749.38874,41324.40157,39709.03162,37887.17735
DHS,Western Asia,IRQ,Muthanna,10,1,50,6777,6982.344049,7187.817931,8515.728535,9773.39884,10760.17735,10266.7881,9401.578335,8751.015616,8206.731481,7879.247578,7450.358709,6199.689018,6270.447581,6397.835087,6554.403655,6707.960022,6880.092792,7020.134148,7070.59477,7006.116507
DHS,Western Asia,IRQ,Muthanna,10,1,55,3631,3915.514194,4199.808879,4355.432455,4631.452647,5123.116656,4877.284651,6946.857815,7441.641895,7747.164082,7765.904239,8784.780078,7093.408289,6599.210584,6182.409087,5913.358518,5720.702902,5611.2934,5564.440845,5555.908664,5564.321903
DHS,Western Asia,IRQ,Muthanna,10,1,60,3755,4451.531066,5147.812984,5658.537785,6132.502613,6529.031826,6330.767219,4733.943236,4430.118535,4276.417054,4321.434093,5344.042057,5076.852157,5434.52737,5633.966638,5602.496352,5363.632776,4983.005194,4555.103113,4187.77941,3924.755059
DHS,Western Asia,IRQ,Muthanna,10,1,65,2060,2431.790585,2803.790623,3057.019683,3332.066551,3633.476471,3482.771511,4316.431253,4277.785339,4195.362691,4058.115895,2787.740496,2698.236647,2514.956756,2420.667877,2435.168008,2505.467697,2646.157815,2779.538887,2819.478475,2738.946809
DHS,Western Asia,IRQ,Muthanna,10,1,70,2444,2589.692483,2735.405176,2993.617154,3267.832082,3555.70539,3411.768736,3276.6400400000002,3215.530906,3169.224077,3140.911145,2222.040317,2697.336057,2666.640982,2601.316546,2492.760405,2324.132834,2122.136111,1939.801245,1834.354823,1816.399632
DHS,Western Asia,IRQ,Muthanna,10,1,75,1118,1496.375053,1874.389742,2012.967023,2166.93846,2340.880846,2253.909653,1719.414508,1687.905232,1657.654173,1629.461635,1009.676702,1157.686216,1130.911454,1107.249799,1086.723946,1061.063645,1038.5119,1009.893314,964.2224022,900.785535
DHS,Western Asia,IRQ,Muthanna,10,1,80,2543,2667.306002,2791.424103,2985.932333,3130.175693,3217.799046,3173.98737,2508.621634,2432.664585,2325.257816,2193.025487,2597.643032,2014.909153,1971.195432,1897.349835,1796.859503,1800.188651,1767.295906,1703.050653,1614.632532,1507.732745
DHS,Western Asia,IRQ,Najaf,11,2,1,11381,12383.82376,13386.51648,13548.66417,13764.9207,14092.49703,13928.70886,19051.26016,20205.58536,21429.71013,22678.96459,20100.76009,22593.75541,23587.9509,24534.74114,25415.83853,26274.32236,27061.71549,27815.81541,28595.78265,29449.12424
DHS,Western Asia,IRQ,Najaf,11,2,10,56202,55814.47938,55427.25519,56966.11151,58571.24197,60291.75202,59431.497,64744.59942,67859.46842,71133.82069,74485.11996,75131.66456,77945.34914,81016.69847,84251.00848,87785.75185,91701.27633,95955.50147,100488.629,105202.8044,110040.4594
DHS,Western Asia,IRQ,Najaf,11,2,15,50678,50485.17539,50292.03781,51789.07862,53308.38101,54807.35496,54057.86798,51577.44035,53563.53667,55832.334390000004,58471.47583,67761.50544,70452.73728,74220.25975,77939.47797,81459.53418,84799.53904,87974.06785,91119.76606,94479.9747,98225.20107
DHS,Western Asia,IRQ,Najaf,11,2,20,42557,43164.90606,43773.10324,44903.27251,46057.03948,47272.08541,46664.56245,44679.57306,46400.80076,48275.84601,50343.34545,57397.96243,59583.14562,62492.56634,65538.90103,68709.45828,71919.99459,75314.35892,78792.92278,82196.45771,85436.82801
DHS,Western Asia,IRQ,Najaf,11,2,25,31209,33504.16676,35798.93031,37107.52054,38345.44624,39484.52524,38914.98574,43876.48507,45315.78977,46877.66369,48666.56416,44129.79016,48736.60687,51270.77666,53892.34606,56525.11913,59048.01428,61575.32062,64140.21065,66810.66456,69633.19551
DHS,Western Asia,IRQ,Najaf,11,2,30,27225,29730.04958,32235.40529,33548.47289,34812.91942,36093.62595,35453.27269,35517.71972,37095.89789,38693.93791,40319.17653,47078.59461,51696.85072,54028.9779,56495.65817,59112.83335,61745.22232,64539.26637,67454.21314,70420.76876,73400.1462
DHS,Western Asia,IRQ,Najaf,11,2,35,19509,20739.40414,21970.13467,23894.92066,25750.91541,27412.73727,26581.82634,26806.78586,28145.15273,29519.64416,31019.64399,33814.64123,35774.34018,37776.75082,39798.78811,41786.33787,43668.43875,45519.58262,47378.37313,49315.78315,51383.59109
DHS,Western Asia,IRQ,Najaf,11,2,4,46424,51126.69502,55829.41524,57077.58218,58306.91874,59683.2038,58995.06127,66211.11957,69246.47552,72619.90058,76301.72301,73885.28796,81418.22,85415.28088,89398.23078,93332.61945,97486.25675,101321.8191,104918.7032,108407.4549,111900.0848
DHS,Western Asia,IRQ,Najaf,11,2,40,12265,12883.98267,13503.06337,14307.91331,15310.17616,16479.56004,15894.8681,21368.82224,23484.41225,25622.40966,27688.67149,32203.62208,33659.26696,35656.49404,37693.8734,39824.81706,41950.22194,44154.50942,46403.58674,48639.12089,50830.81254
DHS,Western Asia,IRQ,Najaf,11,2,45,16935,16572.75797,16210.62257,15846.44774,15589.17102,15672.6181,15630.89456,12223.46113,13060.79673,14126.5088,15421.04869,20270.11442,21191.28969,23495.29885,25816.38666,28015.38588,30025.46501,31885.9945,33650.26046,35430.59742,37301.63842
DHS,Western Asia,IRQ,Najaf,11,2,5,57605,58665.62021,59725.75159,61702.15819,63684.56772,65523.63475,64604.10124,73408.18131,76009.93334,78730.73344,81874.45675,93575.99738,96403.69448,101330.4678,106594.2804,111881.3399,117278.9054,122790.5818,128359.4973,133906.6714,139337.5503
DHS,Western Asia,IRQ,Najaf,11,2,50,15557,15103.88289,14650.33177,16447.81101,17945.5036,18836.46604,18390.98482,15406.36386,15172.20004,15074.24773,15357.4125,17723.60939,15708.82659,16940.72207,18469.12109,20267.33016,22285.8609,24633.51209,27180.89401,29721.16014,32118.12372
DHS,Western Asia,IRQ,Najaf,11,2,55,8813,8931.007933,9049.437723,8893.224542,8990.191286,9481.038684,9235.614985,13301.2249,15075.18718,16626.92829,17685.982,17385.60086,14952.45907,14832.32343,14847.54842,15211.82753,15811.46707,16713.94009,17923.53548,19428.92321,21221.14839
DHS,Western Asia,IRQ,Najaf,11,2,60,6962,7718.10735,8473.864006,8826.709952,9094.024228,9230.75278,9162.388504,8550.914377,8466.337517,8658.359369,9284.346207,12586.03554,12735.39607,14535.8106,16101.69358,17150.98393,17641.76713,17663.12241,17460.65928,17427.60495,17812.68832
DHS,Western Asia,IRQ,Najaf,11,2,65,5343,5900.01563,6457.141623,6671.582709,6913.023542,7186.984204,7050.003873,6940.477633,7277.366344,7561.362957,7761.093178,6120.503125,6309.772048,6270.810703,6449.234783,6949.476345,7682.234342,8743.948164,9932.323896,10938.01178,11588.2059
DHS,Western Asia,IRQ,Najaf,11,2,70,4093,4080.222095,4067.377422,4218.178702,4377.359117,4540.965314,4459.162215,5691.174447,5909.035128,6170.099301,6488.7753059999995,5811.998389,7514.627572,7921.300499,8256.670515,8475.053717,8489.819553,8354.180199,8257.985639,8477.96696,9155.515043
DHS,Western Asia,IRQ,Najaf,11,2,75,2194,2729.182322,3264.538907,3322.266881,3399.915818,3501.634912,3450.775365,4140.740959,4300.671337,4474.633293,4667.405527,2439.154181,2978.836273,3102.729463,3245.941801,3412.436087,3579.829277,3775.943159,3970.779343,4115.939274,4193.495162
DHS,Western Asia,IRQ,Najaf,11,2,80,2650,2616.486332,2582.716747,2617.983002,2609.031394,2557.051519,2583.041457,4077.492142,4183.414736,4236.38211,4239.704319,3430.778112,2834.441405,2956.658962,3040.876446,3084.719313,3320.436223,3513.010796,3660.867957,3768.0936,3837.38481
DHS,Western Asia,IRQ,Najaf,11,1,1,12353,13441.82761,14530.18472,14706.18539,14940.91766,15296.48025,15118.69896,19937.50824,21145.53165,22426.60164,23733.97033,22763.4884,25586.72841,26712.62402,27784.83465,28782.65017,29754.85652,30646.55486,31500.54967,32383.83841,33350.22134
DHS,Western Asia,IRQ,Najaf,11,1,10,55595,55211.79634,54828.75338,56350.99317,57938.79149,59640.72352,58789.75751,66300.06367,69489.76621,72842.78353,76274.59649,75077.5598,77889.21816,80958.3557,84190.33658,87722.53447,91635.23925,95886.40078,100416.2639,105127.0445,109961.2157
DHS,Western Asia,IRQ,Najaf,11,1,15,50131,49940.038,49748.98592,51229.86173,52732.75874,54215.54681,53474.15278,52816.56863,54850.38015,57173.68487,59876.23068,67712.70817,70402.00197,74166.81132,77883.35121,81400.87252,84738.47213,87910.71486,91054.14775,94411.93659,98154.4659
DHS,Western Asia,IRQ,Najaf,11,1,20,40136,40710.09237,41283.70101,42349.59689,43437.74845,44583.694,44010.72123,48471.83236,50339.15236,52373.34545,54616.32763,57324.7895,59507.18695,62412.89863,65455.34975,68621.86507,71828.30848,75218.34554,78692.47481,82091.6708,85327.91016
DHS,Western Asia,IRQ,Najaf,11,1,25,29435,31598.76501,33763.024,34997.19393,36164.71807,37239.01697,36701.86752,47600.58083,49162.0491,50856.48989,52797.22651,44073.53196,48674.47574,51205.41489,53823.64222,56453.05894,58972.73781,61496.82226,64058.44247,66725.49199,69544.42468
DHS,Western Asia,IRQ,Najaf,11,1,30,25676,28039.28411,30402.15876,31640.55142,32833.08814,34040.96013,33437.02413,38532.35019,40244.47908,41978.15563,43741.33931,47018.57717,51630.94577,53960.09987,56423.63554,59037.47425,61666.50736,64456.98947,67368.22016,70330.99391,73306.57314
DHS,Western Asia,IRQ,Najaf,11,1,35,18399,19559.94198,20720.68014,22536.00241,24286.44565,25853.75871,25070.10218,29082.06013,30534.02329,32025.17717,33652.49218,33771.53315,35728.73381,37728.5917,39748.05123,41733.06719,43612.7687,45461.55267,47317.97353,49252.91367,51318.0855
DHS,Western Asia,IRQ,Najaf,11,1,4,50390,55494.67063,60599.16466,61953.96793,63288.33205,64782.19912,64035.26559,69291.20336,72467.76143,75998.11529,79851.21291,83672.80085,92203.61313,96730.16082,101240.7283,105696.3016,110400.1672,114743.8228,118817.1827,122768.086,126723.3812
DHS,Western Asia,IRQ,Najaf,11,1,40,11567,12151.26296,12735.13618,13494.21383,14439.4774,15542.35773,14990.91757,23182.53954,25477.69407,27797.15786,30038.79739,32162.56778,33616.35695,35611.0379,37645.81994,39774.04699,41896.74233,44098.21972,46344.42983,48577.11404,50766.01164
DHS,Western Asia,IRQ,Najaf,11,1,45,15795,15456.90926,15119.15654,14779.50171,14539.54751,14617.37607,14578.46179,10754.94933,11491.68846,12429.36716,13568.38261,17585.07138,18384.22488,20383.03775,22396.66697,24304.37984,26048.19758,27662.27549,29192.84124,30737.34917,32360.5462
DHS,Western Asia,IRQ,Najaf,11,1,5,56983,58032.15064,59080.83475,61035.90017,62996.90371,64816.11254,63906.50812,75171.7848,77836.04292,80622.20921,83841.45927,93508.61025,96334.27103,101257.4964,106517.5184,111800.7705,117194.449,122702.1563,128267.0614,133810.2408,139237.2088
DHS,Western Asia,IRQ,Najaf,11,1,50,14510,14086.93397,13663.92058,15340.37501,16737.22751,17568.20119,17152.71435,13555.46199,13349.43033,13263.2459,13512.39159,15375.8844,13627.98607,14696.7008,16022.64328,17582.65593,19333.80575,21370.47968,23580.42739,25784.20189,27863.65614
DHS,Western Asia,IRQ,Najaf,11,1,55,8219,8329.680518,8440.136395,8294.441093,8384.879038,8842.677535,8613.778286,11703.23187,13264.07248,14629.3893,15561.20957,15082.64955,12971.80937,12867.58727,12880.79551,13196.82106,13717.03046,14499.95907,15549.32766,16855.307,18410.1284
DHS,Western Asia,IRQ,Najaf,11,1,60,6494,7198.44489,7903.316227,8232.404951,8481.720877,8609.243455,8545.482166,7523.617896,7449.201997,7618.154577,8168.936115,10918.84973,11048.42549,12610.35146,13968.81266,14879.11071,15304.88323,15323.40972,15147.76549,15119.08964,15453.16366
DHS,Western Asia,IRQ,Najaf,11,1,65,4983,5502.765826,6022.380361,6222.383064,6447.567615,6703.082424,6575.325019,6106.657069,6403.072379,6652.949983,6828.684858,5309.762052,5473.959818,5440.159416,5594.948881,6028.926874,6664.621444,7585.697318,8616.657067,9489.128372,10053.19573
DHS,Western Asia,IRQ,Najaf,11,1,70,3817,3805.499531,3793.519693,3934.167478,4082.630228,4235.220771,4158.9255,5007.443653,5199.130816,5428.831056,5709.221711,5042.122822,6519.216394,6872.020147,7162.965997,7352.421474,7365.231381,7247.559242,7164.106916,7354.94882,7942.746756
DHS,Western Asia,IRQ,Najaf,11,1,75,2046,2545.425666,3044.736534,3098.577666,3170.998477,3265.868793,3218.433635,3643.277363,3783.9939,3937.056277,4106.669089,2116.056155,2584.250261,2691.73217,2815.974152,2960.414082,3105.633843,3275.769865,3444.797435,3570.729026,3638.011617
DHS,Western Asia,IRQ,Najaf,11,1,80,2472,2440.31753,2408.821661,2441.71343,2433.364536,2384.884481,2409.124509,3587.627182,3680.824364,3727.428302,3730.351385,2976.326464,2458.982391,2565.010627,2638.072398,2676.107701,2880.600808,3047.666349,3175.937886,3268.960083,3329.072761
DHS,Western Asia,IRQ,Nenava,12,2,1,42456,45822.55086,49189.29823,49565.02373,50120.70102,51057.25559,50588.9783,57865.77799,58285.42292,58656.57021,58844.53224,47440.4657,50459.8375,49795.53383,48886.86683,47719.8657,46400.72702,44863.98743,43201.48442,41519.53231,39879.24637
DHS,Western Asia,IRQ,Nenava,12,2,10,158468,156206.9606,153945.6859,157520.2952,161201.4548,165108.1535,163154.8041,201729.0061,200800.9119,199729.9606,198252.7068,160481.742,157548.3238,154789.2779,151932.956,149171.1915,146566.527,143972.1802,141250.4859,138243.2509,134863.0908
DHS,Western Asia,IRQ,Nenava,12,2,15,135777,134251.1405,132725.443,136072.0493,139409.0014,142613.3754,141011.1884,146400.5181,144391.7897,142814.0365,141778.9276,150773.1564,148340.5255,147715.8727,146410.6719,144192.0146,141185.8816,137499.6959,133420.9373,129328.652,125401.2894
DHS,Western Asia,IRQ,Nenava,12,2,20,114255,115008.9285,115762.4186,118226.284,120697.0476,123262.645,121979.8463,120356.7411,118707.2673,117190.816,115847.9307,135959.0318,133553.716,132404.7792,131064.4782,129475.1487,127472.9486,125312.8059,122820.0327,119778.4507,116116.7304
DHS,Western Asia,IRQ,Nenava,12,2,25,94381,100510.8268,106640.3966,110049.8435,113189.4296,115969.848,114579.6388,104392.4999,102394.6931,100509.1748,98912.90525,103330.0563,107986.8951,107381.2398,106535.9429,105291.8113,103456.2897,101276.2399,98831.54763,96239.77462,93551.17018
DHS,Western Asia,IRQ,Nenava,12,2,30,71452,77394.76798,83337.11723,86348.3186,89183.83766,92003.06957,90593.45361,98457.48997,97660.7372,96660.46816,95477.30262,82264.48757,85481.85846,84446.05636,83344.7484,82172.97104,80732.6231,79217.11363,77565.46458,75701.35805,73590.86822
DHS,Western Asia,IRQ,Nenava,12,2,35,57196,60322.21285,63448.50827,68702.11079,73692.23735,78056.22898,75874.23317,80109.2661,79878.89424,79497.12189,79188.04484,75229.88871,75314.43612,75175.08897,74753.19226,73956.82412,72695.93022,71136.08983,69364.32903,67497.17111,65591.59366
DHS,Western Asia,IRQ,Nenava,12,2,4,155728,170101.6496,184475.4254,187765.9333,190913.1776,194443.771,192678.4743,208787.08,207377.0965,206362.4232,205537.8633,176795.9283,184355.8202,182815.7362,180599.8864,177666.7057,174547.8408,170303.4122,165210.4876,159583.299,153632.3942
DHS,Western Asia,IRQ,Nenava,12,2,40,44107,45969.53369,47832.49014,50459.48059,53741.68087,57557.61149,55649.64618,53231.59558,55559.58844,57518.9763,58921.77478,60375.87713,59715.12508,59794.47872,59662.81766,59397.86399,58850.45057,58148.68242,57250.68568,56099.43022,54679.41738
DHS,Western Asia,IRQ,Nenava,12,2,45,36770,35720.8159,34671.1381,33742.41145,33039.37308,33050.37717,33044.87513,37060.39991,37607.63324,38596.95376,39940.60301,52040.467,51482.93936,53954.74848,55957.03601,57218.95212,57680.83315,57503.07041,56851.74842,55959.96859,54947.88588
DHS,Western Asia,IRQ,Nenava,12,2,5,190536,192564.576,194592.8543,200143.4632,205607.9217,210489.1484,208048.5351,223698.3993,219977.9702,216204.6295,213133.4656,188775.843,184033.3756,182846.1057,181547.4344,179555.1718,177034.8043,174001.5406,170404.2301,166187.4293,161282.8611
DHS,Western Asia,IRQ,Nenava,12,2,50,28584,27549.72506,26514.97188,29636.54747,32183.97886,33613.18017,32898.57952,35163.97865,32887.95305,31005.2891,29943.37229,38815.06923,32554.64034,33185.15317,34148.26823,35310.43304,36520.30604,37894.88672,39172.59501,40043.12424,40358.63381
DHS,Western Asia,IRQ,Nenava,12,2,55,21446,21569.41929,21692.83711,21224.12565,21355.22075,22408.72483,21881.97279,25725.09886,27689.71947,28978.75475,29219.94524,41742.02719,33971.71056,31853.46877,30096.28164,29055.17738,28406.17756,28188.29163,28319.00056,28697.66526,29234.17274
DHS,Western Asia,IRQ,Nenava,12,2,60,15268,16785.82048,18304.05626,18981.93574,19465.35516,19659.3628,19562.35898,18194.45923,17108.5262,16602.15567,16875.73606,22535.53431,21578.05635,23279.941,24340.23258,24430.15667,23636.20721,22215.31458,20573.58399,19196.87841,18299.80531
DHS,Western Asia,IRQ,Nenava,12,2,65,17658,19340.06377,21021.69362,21623.80197,22301.58856,23069.62559,22685.60707,14750.9473,14689.101,14482.14587,14090.88444,16187.04794,15791.20094,14834.32993,14400.01608,14621.46592,15202.84535,16244.04509,17286.29073,17796.43109,17584.69446
DHS,Western Asia,IRQ,Nenava,12,2,70,10983,10866.81823,10750.68476,11099.98569,11465.00383,11834.12913,11649.56648,12202.96658,12032.90595,11922.24267,11885.32502,10680.41654,13067.45846,13020.35748,12809.78735,12389.77648,11673.9536,10783.81993,9986.360489,9584.477165,9653.472879
DHS,Western Asia,IRQ,Nenava,12,2,75,3165,3902.214165,4639.34331,4700.509882,4787.879366,4906.502128,4847.190747,7142.3186,7045.110965,6955.380383,6877.355848,9327.019438,10778.82009,10612.34236,10478.9705,10380.69572,10242.8955,10142.26981,9991.939434,9682.479563,9200.636431
DHS,Western Asia,IRQ,Nenava,12,2,80,5214,5110.02174,5005.554114,5051.472529,5010.661452,4886.313485,4948.487468,9042.695036,8811.018243,8466.465773,8032.026352,7232.0329,5654.005246,5574.843882,5411.788277,5172.990984,5237.447748,5201.796162,5078.345422,4886.562373,4641.316762
DHS,Western Asia,IRQ,Nenava,12,1,1,48044,51853.45545,55663.31505,56088.49141,56717.30379,57777.12238,57247.21309,53504.10976,53892.12369,54235.29553,54409.08981,50199.82685,53394.81954,52691.87684,51730.35749,50495.47807,49099.61206,47473.48845,45714.28643,43934.50405,42198.81135
DHS,Western Asia,IRQ,Nenava,12,1,10,166313,163940.2313,161567.0086,165318.5846,169181.9857,173282.0917,171232.0387,191254.7473,190374.8419,189359.497,187958.9458,173364.1513,170195.2577,167214.7339,164129.1255,161145.6648,158331.9152,155529.3115,152589.1376,149340.5017,145689.0048
DHS,Western Asia,IRQ,Nenava,12,1,15,142499,140897.4539,139296.2243,142808.5096,146310.6628,149673.6743,147992.1686,138799.0484,136894.6181,135398.7856,134417.4221,162876.2249,160248.3185,159573.5227,158163.5491,155766.7926,152519.3473,148537.259,144131.0848,139710.2979,135467.6727
DHS,Western Asia,IRQ,Nenava,12,1,20,114395,115149.214,115903.6232,118370.494,120844.2714,123412.9982,122128.6348,126649.5428,124913.827,123318.0887,121904.9912,138700.6657,136246.8463,135074.7411,133707.4127,132086.0342,130043.4593,127839.757,125296.7168,122193.8008,118458.2413
DHS,Western Asia,IRQ,Nenava,12,1,25,94496,100633.4279,106770.4744,110184.08,113327.4957,116111.3056,114719.4007,109850.6179,107748.3567,105764.2548,104084.525,105413.7221,110164.4668,109546.5983,108684.2559,107415.0361,105542.501,103318.4901,100824.5003,98180.46384,95437.64328
